image,method,kernel_size,lambda_prior,lambda_kernel,iterations,blur_type,motion_len,gaussian_sigma,exec_time_sec,input_sharpness,output_sharpness,psnr,ssim,source_file
data/test/C081/15.png,shan,25,0.02,0.001,20,motion,20,4.0,3.4673666954040527,0.00018204071966465563,0.0011077782548941108,21.85093219858464,0.5587903832802965,15_shan_1756215776_metadata.json
data/test/C081/15.png,shan,25,0.005,0.001,20,motion,20,4.0,3.6798577308654785,0.00018204071966465563,0.003319334104394653,18.779408323623233,0.36655615724546686,15_shan_1756215763_metadata.json
data/test/C081/15.png,shan,25,0.005,0.001,20,motion,40,4.0,3.961174249649048,0.00018204071966465563,0.003319334104394653,18.779408323623233,0.36655615724546686,15_shan_1756216290_metadata.json
data/test/C081/15.png,shan,45,0.005,0.001,20,motion,40,4.0,4.0113232135772705,9.786502050701529e-05,0.001889090813811916,16.486638156349375,0.18357921661494067,15_shan_1756216305_metadata.json
data/test/C081/15.png,shan,25,0.001,0.001,20,motion,20,4.0,3.8410513401031494,0.00018204071966465563,0.01022286900301423,11.840817329910443,0.04216056171634692,15_shan_1756215752_metadata.json
data/test/C081/15.png,shan,65,0.005,0.001,20,motion,40,4.0,5.367551565170288,7.637939415872097e-05,0.0017801739896336202,11.489383755539315,0.07436216483997671,15_shan_1756216321_metadata.json
data/test/C081/15.png,shan,25,0.005,0.001,20,motion,20,4.0,5.076317548751831,0.0003243231330998242,0.011432010295685822,9.876319742090962,0.05297539937255053,15_shan_1756215704_metadata.json
